contract_code,license_plate,contract_group,cost,start_date,end_date,customer_id,contract_category
PPHWA16453,EAR 714,mixed use,3201.38,1996-01-09,2000-01-09,50584GBVS,not active
PQPQC25348,UEL-550,private,2737.84,2014-12-13,2018-12-13,70064RDVI,not active
CJGRF10475,ZT-5655,mixed use,763.49,1991-12-14,1995-12-14,54411TIYF,not active
DKMPR03062,844 2KO,mixed use,1373.38,2004-10-13,2008-10-13,71777VLNK,not active
LCPIX72117,07W YE1,mixed use,3656.24,2008-02-17,2012-02-17,42765RSFG,not active
KXCHH45921,6I PI469,professional,2635.06,1996-10-02,2000-10-02,15483UTSS,not active
DMKHJ32326,GBT6744,professional,3411.99,1997-02-08,2001-02-08,60620NVYL,not active
LZJKM38287,AJY-9891,private,2691.64,1983-02-19,1987-02-19,27325QHFP,not active
HFEGO53497,EXF6194,private,3271.85,2007-08-15,2011-08-15,84514WYTX,not active
FZSFS78265,4VAX385,professional,3807.04,1986-03-28,1990-03-28,65159HQQP,not active
FAXME10497,617-206,mixed use,2133.21,1997-09-26,2001-09-26,70133LXRT,not active
TYLAR90666,016W,private,456.23,2010-07-14,2014-07-14,69408PZCQ,not active
SVNTQ16383,CFP-340,mixed use,1410.97,2005-05-10,2009-05-10,30828RHLO,not active
WJNMQ08821,047EM,private,1529.99,2014-02-27,2018-02-27,86627NLLZ,not active
BHLUF32625,84A 238,professional,738.36,1988-03-14,1992-03-14,34273SJIT,not active
DYBQF69909,X51 1HP,professional,3988.74,2004-09-26,2008-09-26,44609WILJ,not active
FGBOR72959,HLU 274,professional,2246.32,2012-08-05,2016-08-05,46639TZPG,not active
YIMUM67520,351 WMT,private,2024.6,1990-10-06,1994-10-06,36136GDUV,not active
RBFGR40285,0IL3153,professional,2497.12,2008-12-27,2012-12-27,90636SXTS,not active
LPVEU48228,BUX7525,mixed use,2204.8,1981-08-03,1985-08-03,04597IGNA,not active
ZBSTV40540,SZE-9965,mixed use,1002.52,2000-01-09,2004-01-09,42013QHIR,not active
BMVJX34771,Y 653696,private,695.02,2015-09-03,2019-09-03,39381PFJJ,not active
LASWV10040,VT7 Y2W,professional,3016.34,2003-05-25,2007-05-25,84374PPKA,not active
TBTLW92754,420-OYK,private,1692.92,2001-11-15,2005-11-15,41202VRAI,not active
ODVSL08549,XVE-0881,private,2764.33,2003-08-24,2007-08-24,19717MIGS,not active
NTRZY16184,179-NLE,professional,2968.38,2012-06-14,2016-06-14,32776URIO,not active
HBBYN21395,57W•489,private,1883.93,2010-07-01,2014-07-01,67654IKZR,not active
VCGYN70925,816-ZUF,professional,3856.65,1999-05-28,2003-05-28,17337TFTU,not active
YPAIO65218,701 0KB,mixed use,2431.56,2011-05-05,2015-05-05,62283VGAV,not active
DUQGA50316,N09-CVL,mixed use,2542.79,2015-08-31,2019-08-31,98911THJQ,not active
LWHMG76600,LGE-9000,professional,3555.8,1991-12-08,1995-12-08,79596YHKE,not active
UWZYM38365,ALH-469,mixed use,2192.31,2003-04-24,2007-04-24,35138FFHY,not active
YEHKN51300,46J QC4,mixed use,1960.65,2004-11-08,2008-11-08,80341OYHN,not active
YBFMT98859,SSX 149,private,3255.56,2004-09-13,2008-09-13,51682FSWG,not active
KJFQC57589,740 GOJ,professional,3911.05,2017-03-25,2021-03-25,91343ITWF,not active
EKKPT80483,4Y705,mixed use,3063.16,1980-08-31,1984-08-31,13859MSJF,not active
OMBZF89042,625-ZXA,professional,3265.47,1984-11-03,1988-11-03,73860ZFXZ,not active
BAQRM17844,73D 529,private,1787.31,1981-05-11,1985-05-11,42269XXOE,not active
OQEJL22205,O14-56N,professional,254.02,2013-09-09,2017-09-09,87910RZWT,not active
VSQFE54130,1OA J97,mixed use,815.97,2002-12-07,2006-12-07,98657ZERQ,not active
OVLDQ29613,50I 0130,mixed use,2987.07,2010-05-21,2014-05-21,77363CFCP,not active
IXPQA35144,69EZ893,mixed use,3493.39,1988-06-22,1992-06-22,49028DURP,not active
NOFYT75527,MQY-242,mixed use,658.13,1999-02-19,2003-02-19,94444SGVC,not active
ZEYTF10319,450 VVZ,mixed use,978.92,1995-07-12,1999-07-12,04940PMMY,not active
LFYQH66705,UTW-6872,mixed use,403.9,1981-05-11,1985-05-11,79875HUWC,not active
BQIKS27632,7-1470B,mixed use,3864.61,2012-06-29,2016-06-29,16276AZBH,not active
QDQHB75248,0OA Y11,professional,2210.3,2013-02-04,2017-02-04,22519SNXK,not active
VJPTE32825,4JL 679,private,317.35,2001-07-28,2005-07-28,10769ALVE,not active
YWLRF45590,702XP,private,3825.39,1993-12-17,1997-12-17,82191YHWV,not active
XONIG77334,817K,mixed use,944.05,2006-06-27,2010-06-27,86956MEKE,not active
QCDLV64085,958 6408,private,3355.91,1995-04-23,1999-04-23,55229VVKR,not active
PYKCO14291,8-I0181,private,3874.7,1997-03-08,2001-03-08,64522VYKP,not active
TQUTS75161,HP8 C7F,private,3305.23,2004-01-01,2008-01-01,32305VJIF,not active
DPTUX00954,FBP 349,private,2766.42,2016-12-13,2020-12-13,36154QQBW,not active
UITIW79791,VGQ 530,mixed use,3121.16,1986-05-20,1990-05-20,57734LGNA,not active
MIKCG65466,P84 0AC,mixed use,1274.75,1997-10-15,2001-10-15,36239MGOR,not active
KMVQM35756,CWU-1443,private,1964.52,1985-02-05,1989-02-05,77959SEHI,not active
VJUQL63345,064 8XT,professional,3295.69,1989-09-27,1993-09-27,87603OGLK,not active
RXDQL33500,UV 4166,mixed use,1743.69,1980-10-11,1984-10-11,22900FXDM,not active
TZSMC55293,KQI-137,professional,737.41,1994-02-07,1998-02-07,47778WZVI,not active
HJCNA63298,0AS 085,mixed use,3008.04,1985-11-21,1989-11-21,10471PBQI,not active
XYROP70818,367 SER,private,610.45,1995-07-15,1999-07-15,83914QDAV,not active
JWRVQ93283,9VM O50,professional,1779.03,2006-03-30,2010-03-30,15154ZGCE,not active
QEHVD02005,TQF-695,private,3472.15,2010-04-09,2014-04-09,21171ASDE,not active
NONWH32827,167-IQP,mixed use,1885.72,2009-03-19,2013-03-19,70056ATSQ,not active
BBEYA89330,982 EWJ,professional,1865.65,2011-04-28,2015-04-28,55484EYRU,not active
PVITQ86704,WD-4200,professional,569.4,1987-02-10,1991-02-10,31022IRDF,not active
TDFCJ06222,TY 5461,mixed use,214.75,2016-08-03,2020-08-03,67284EJED,not active
TUCPD07896,685 QZR,mixed use,3682.96,1990-08-22,1994-08-22,05941YUVA,not active
PWENQ37806,R50 1NH,professional,2329.9,1998-08-17,2002-08-17,59509DURL,not active
WOGCQ32319,898T6,professional,1398.1,2006-07-15,2010-07-15,95771UVPS,not active
ANMWQ83854,725H,professional,1229.73,2004-06-27,2008-06-27,58175VDBX,not active
LDJRW51662,3KM 696,mixed use,3639.93,1983-08-27,1987-08-27,35898FCNM,not active
SEOVY50379,K80-ZXB,mixed use,1306.13,1986-06-25,1990-06-25,19355NNLF,not active
QAHOB24346,AYV 369,professional,1436.69,1984-07-31,1988-07-31,33563HAHM,not active
RKNDD90719,542-MTZ,mixed use,2968.16,2006-12-12,2010-12-12,21364FPLG,not active
QEXVU58642,LDR 808,professional,525.89,1988-11-25,1992-11-25,79506QNVR,not active
SGYCB25899,028-BAQL,mixed use,3092.22,1990-09-03,1994-09-03,70982PIUM,not active
ENVCN24267,YFF-665,mixed use,2137.84,1982-03-04,1986-03-04,17136ELGN,not active
LRQVF28065,4-45012A,private,2820.13,1986-04-11,1990-04-11,60305DOQS,not active
BZUOX33407,HS 3074,private,570.85,2016-07-23,2020-07-23,46386XMYL,not active
UVAID26464,9T589,mixed use,3079.05,2012-01-01,2016-01-01,78232DVOC,not active
NTOBN36020,9-F8654,professional,2238.83,1986-07-02,1990-07-02,45963BTGS,not active
DGESO61064,2-M4064,mixed use,860.96,2004-02-16,2008-02-16,85805GHFL,not active
LLBQF88305,V58 2EN,private,1105.11,2000-09-14,2004-09-14,72654HUSA,not active
UVFTZ00931,LNA 574,mixed use,3377.74,2013-01-16,2017-01-16,40695OWQR,not active
SEQFG04943,40G 6406,professional,3230.04,2012-08-13,2016-08-13,35764FOIB,not active
IOVNL62676,RPJ 8340,professional,3762.53,1990-08-17,1994-08-17,19131ZQOE,not active
USYZE83418,ZXG 094,mixed use,125.67,2004-08-23,2008-08-23,70413RVBO,not active
IFXPT47699,994-CWF,private,1108.91,2009-11-02,2013-11-02,27947XAKE,not active
MWLIJ66446,MRT 516,professional,326.69,2009-04-18,2013-04-18,07678YBBR,not active
HWVTD27540,ZMD 044,professional,2343.02,2006-03-26,2010-03-26,14386YXAV,not active
KXGFH72139,ESX 218,professional,3899.29,1986-12-27,1990-12-27,59784RNYP,not active
JUJEV60568,23C WU4,mixed use,1805.48,2021-03-10,2025-03-10,49941YHBD,active
HMWJQ41732,02-S856,professional,3942.43,2022-02-17,2026-02-17,53911OCJM,active
